Date,Open,High,Low,Close,Adj Close,Volume
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.799110,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.316261,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.540382,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,111.261894,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.594902,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.689507,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.729591,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.396454,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.530724,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.242294,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.217491,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.465973,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,115.928909,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.605286,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.515877,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.406410,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.396606,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,123.790192,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.506355,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.595924,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,120.118271,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.436554,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.411461,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.933968,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.297104,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,115.182587,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.476074,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.486023,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,116.028427,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.654892,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.754700,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.326363,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,108.236809,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.898621,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.386513,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.446510,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,118.311951,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,115.949493,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.600609,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,119.109390,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,118.830284,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.880127,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.916817,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,119.009712,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.654045,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.262108,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.966240,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.487358,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.803154,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.660416,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,116.218628,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.670799,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.329109,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.687958,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.548409,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,121.860611,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,123.355827,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.983818,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.392097,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.847450,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,122.020096,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.392097,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.472664,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.402893,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.290054,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.256561,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.821548,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.459930,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.542862,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.549637,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.254608,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.440399,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.294067,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,132.267349,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,128.997803,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,130.592697,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,126.196747,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,130.502991,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,131.629379,105158200
2021-01-11,129.190002,130.169998,128.500000,128.979996,128.569168,100384500
2021-01-12,128.500000,129.690002,126.860001,128.800003,128.389740,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,130.473083,88636800
2021-01-14,130.800003,131.000000,128.759995,128.910004,128.499405,90221800
2021-01-15,128.779999,130.220001,127.000000,127.139999,126.735023,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,127.422829,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,131.609451,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,136.434021,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,138.627029,114459400
2021-01-25,143.070007,145.089996,136.539993,142.919998,142.464767,157611700
2021-01-26,143.600006,144.300003,141.369995,143.160004,142.704010,98390600
2021-01-27,143.429993,144.300003,140.410004,142.059998,141.607513,140843800
2021-01-28,139.520004,141.990005,136.699997,137.089996,136.653336,142621100
2021-01-29,135.830002,136.740005,130.210007,131.960007,131.539673,177523800
2021-02-01,133.750000,135.380005,130.929993,134.139999,133.712723,106239800
2021-02-02,135.729996,136.309998,134.610001,134.990005,134.560028,83305400
2021-02-03,135.759995,135.770004,133.610001,133.940002,133.513382,89880900
2021-02-04,136.300003,137.399994,134.589996,137.389999,136.952377,84183100
2021-02-05,137.350006,137.419998,135.860001,136.759995,136.528091,75693800
2021-02-08,136.029999,136.960007,134.919998,136.910004,136.677841,71297200
2021-02-09,136.619995,137.880005,135.850006,136.009995,135.779358,76774200
2021-02-10,136.479996,136.990005,134.399994,135.389999,135.160416,73046600
2021-02-11,135.899994,136.389999,133.770004,135.130005,134.900864,64280000
2021-02-12,134.350006,135.529999,133.690002,135.369995,135.140442,60145100
2021-02-16,135.490005,136.009995,132.789993,133.190002,132.964157,80576300
2021-02-17,131.250000,132.220001,129.470001,130.839996,130.618134,97918500
2021-02-18,129.199997,130.000000,127.410004,129.710007,129.490051,96856700
2021-02-19,130.240005,130.710007,128.800003,129.869995,129.649780,87668800
2021-02-22,128.009995,129.720001,125.599998,126.000000,125.786346,103916400
2021-02-23,123.760002,126.709999,118.389999,125.860001,125.646584,158273000
2021-02-24,124.940002,125.559998,122.230003,125.349998,125.137444,111039900
2021-02-25,124.680000,126.459999,120.540001,120.989998,120.784836,148199500
2021-02-26,122.589996,124.849998,121.199997,121.260002,121.054382,164560400
2021-03-01,123.750000,127.930000,122.790001,127.790001,127.573311,116307900
2021-03-02,128.410004,128.720001,125.010002,125.120003,124.907837,102260900
2021-03-03,124.809998,125.709999,121.839996,122.059998,121.853020,112966300
2021-03-04,121.750000,123.599998,118.620003,120.129997,119.926292,178155000
2021-03-05,120.980003,121.940002,117.570000,121.419998,121.214104,153766600
2021-03-08,120.930000,121.000000,116.209999,116.360001,116.162689,154376600
2021-03-09,119.029999,122.059998,118.790001,121.089996,120.884666,129525800
2021-03-10,121.690002,122.169998,119.449997,119.980003,119.776558,111943300
2021-03-11,122.540001,123.209999,121.260002,121.959999,121.753189,103026500
2021-03-12,120.400002,121.169998,119.160004,121.029999,120.824768,88105100
2021-03-15,121.410004,124.000000,120.419998,123.989998,123.779747,92403800
2021-03-16,125.699997,127.220001,124.720001,125.570000,125.357071,115227900
2021-03-17,124.050003,125.860001,122.339996,124.760002,124.548447,111932600
2021-03-18,122.879997,123.180000,120.320000,120.529999,120.325615,121229700
2021-03-19,119.900002,121.430000,119.680000,119.989998,119.786530,185549500
2021-03-22,120.330002,123.870003,120.260002,123.389999,123.180771,111912300
2021-03-23,123.330002,124.239998,122.139999,122.540001,122.332214,95467100
2021-03-24,122.820000,122.900002,120.070000,120.089996,119.886360,88530500
2021-03-25,119.540001,121.660004,119.000000,120.589996,120.385513,98844700
2021-03-26,120.349998,121.480003,118.919998,121.209999,121.004463,94071200
2021-03-29,121.650002,122.580002,120.730003,121.389999,121.184158,80819200
2021-03-30,120.110001,120.400002,118.860001,119.900002,119.696686,85671900
2021-03-31,121.650002,123.519997,121.150002,122.150002,121.942871,118323800
2021-04-01,123.660004,124.180000,122.489998,123.000000,122.791428,75089100
2021-04-05,123.870003,126.160004,123.070000,125.900002,125.686516,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,125.995987,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,127.683121,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,130.138947,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,132.774475,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,131.017456,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,134.202042,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,131.806122,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,134.271927,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,133.932510,84922400
2021-04-19,133.509995,135.470001,133.339996,134.839996,134.611343,94264200
2021-04-20,135.020004,135.529999,131.809998,133.110001,132.884293,94812300
2021-04-21,132.360001,133.750000,131.300003,133.500000,133.273621,68847100
2021-04-22,133.039993,134.149994,131.410004,131.940002,131.716278,84566500
2021-04-23,132.160004,135.119995,132.160004,134.320007,134.092239,78657500
2021-04-26,134.830002,135.059998,133.559998,134.720001,134.491562,66905100
2021-04-27,135.009995,135.410004,134.110001,134.389999,134.162109,66015800
2021-04-28,134.309998,135.020004,133.080002,133.580002,133.353485,107760100
2021-04-29,136.470001,137.070007,132.449997,133.479996,133.253662,151101000
2021-04-30,131.779999,133.559998,131.070007,131.460007,131.237091,109713200
2021-05-03,132.039993,134.070007,131.830002,132.539993,132.315247,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,127.633202,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,127.882790,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,129.520004,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,130.210007,78892700
2021-05-10,129.410004,129.539993,126.809998,126.849998,126.849998,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,125.910004,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,122.769997,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,124.970001,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,127.449997,81806500
2021-05-17,126.820000,126.930000,125.169998,126.269997,126.269997,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,124.849998,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,124.690002,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,127.309998,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,125.430000,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,127.099998,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,126.900002,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,126.849998,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,125.279999,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,124.610001,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,124.279999,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,125.059998,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,123.540001,76229200
